,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode,tetrodes,clusterQuality
396,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",2,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.1669449082,2397,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 4, 6, 8]",0
397,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",3,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.7817385866,3199,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 4, 6, 8]",3
398,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",4,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.249298847,6419,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 4, 6, 8]",3
399,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",5,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0959785008,10420,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2, 4, 6, 8]",1
400,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",1,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0,11,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 6, 8]",0
401,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",2,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",1.5877975345,35207,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 6, 8]",2
403,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",4,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.7491082045,16821,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 6, 8]",2
405,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",6,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.1185185185,3376,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2, 4, 6, 8]",1
406,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",1,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0,2,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[1, 2, 4, 6, 8]",0
407,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",2,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.5315222206,6774,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[1, 2, 4, 6, 8]",0
408,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",3,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0480653689,4162,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[1, 2, 4, 6, 8]",3
409,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",4,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.5319148936,565,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[1, 2, 4, 6, 8]",3
410,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",5,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.2136752137,469,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[1, 2, 4, 6, 8]",0
411,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",1,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0,6,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",0
412,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",2,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.4439511654,1803,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",0
413,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",3,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0779301746,12833,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",1
414,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",4,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.347826087,1726,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",1
415,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",5,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0296208531,10129,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",1
416,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",6,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.2150537634,1861,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[1, 2, 4, 6, 8]",2
417,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",1,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0,12,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 6, 8]",0
418,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",2,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0,1027,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 6, 8]",2
419,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",3,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.2888503755,1732,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 6, 8]",0
420,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",4,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0,353,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 6, 8]",2
421,"[None, 'band003_am_tuning_curve_20160819g.h5', 'band003_am_tuning_curve_20160819h.h5', 'band003_bandwidth_am_20160819i.h5']",5,2016-08-19,1030,"['2016-08-19_10-42-39', '2016-08-19_10-45-05', '2016-08-19_10-55-51', '2016-08-19_11-05-44']",0.0,642,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[1, 2, 4, 6, 8]",0
422,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",1,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0,29,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[2, 3, 4, 6, 7, 8]",0
423,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",2,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",1.5263291783,23587,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[2, 3, 4, 6, 7, 8]",0
425,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",4,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.4611722702,6723,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[2, 3, 4, 6, 7, 8]",2
426,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",5,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.3144133708,6044,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[2, 3, 4, 6, 7, 8]",1
427,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",6,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.4450378282,22471,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[2, 3, 4, 6, 7, 8]",1
428,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",1,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0,2,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,3,"[2, 3, 4, 6, 7, 8]",0
429,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",2,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.3021148036,332,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,3,"[2, 3, 4, 6, 7, 8]",0
430,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",3,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0982318271,1019,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,3,"[2, 3, 4, 6, 7, 8]",0
431,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",4,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.1083423619,924,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,3,"[2, 3, 4, 6, 7, 8]",1
432,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",1,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0,3,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[2, 3, 4, 6, 7, 8]",0
433,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",2,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.8293321694,2292,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[2, 3, 4, 6, 7, 8]",0
434,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",3,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.3262362637,5825,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[2, 3, 4, 6, 7, 8]",3
435,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",4,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0,424,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[2, 3, 4, 6, 7, 8]",0
436,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",5,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.163599182,2446,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,4,"[2, 3, 4, 6, 7, 8]",1
437,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",1,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0,9,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[2, 3, 4, 6, 7, 8]",0
438,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",2,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0632311097,3164,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[2, 3, 4, 6, 7, 8]",1
439,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",3,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.2228198233,13016,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[2, 3, 4, 6, 7, 8]",2
440,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",4,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.1304347826,2301,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[2, 3, 4, 6, 7, 8]",0
441,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",5,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.2916549064,10630,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[2, 3, 4, 6, 7, 8]",2
442,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",6,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.9843125192,3252,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,6,"[2, 3, 4, 6, 7, 8]",0
443,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",1,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0,5,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,7,"[2, 3, 4, 6, 7, 8]",0
444,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",2,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.3780718336,530,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,7,"[2, 3, 4, 6, 7, 8]",0
445,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",3,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.025987526,3849,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,7,"[2, 3, 4, 6, 7, 8]",2
446,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",4,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0,774,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,7,"[2, 3, 4, 6, 7, 8]",0
447,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",1,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.0,8,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[2, 3, 4, 6, 7, 8]",0
448,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",2,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.1046572475,1912,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[2, 3, 4, 6, 7, 8]",2
449,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",3,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.09375,3201,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[2, 3, 4, 6, 7, 8]",0
450,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",4,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.3541912633,5083,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[2, 3, 4, 6, 7, 8]",0
451,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",5,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.3112840467,1286,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[2, 3, 4, 6, 7, 8]",0
452,"[None, 'band003_am_tuning_curve_20160819j.h5', 'band003_am_tuning_curve_20160819k.h5', 'band003_bandwidth_am_20160819l.h5']",6,2016-08-19,1110,"['2016-08-19_11-26-56', '2016-08-19_11-29-14', '2016-08-19_11-39-54', '2016-08-19_11-48-58']",0.6885471655,4358,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,8,"[2, 3, 4, 6, 7, 8]",0
453,[None],1,2016-08-21,880,['2016-08-21_10-34-45'],0.0,4,['noisebursts'],band003,2,[2],0
455,[None],3,2016-08-21,880,['2016-08-21_10-34-45'],0.0,153,['noisebursts'],band003,2,[2],1
457,[None],1,2016-08-21,920,['2016-08-21_10-39-23'],0.0,22,['noisebursts'],band003,2,[2],0
458,[None],2,2016-08-21,920,['2016-08-21_10-39-23'],0.0,143,['noisebursts'],band003,2,[2],1
459,[None],3,2016-08-21,920,['2016-08-21_10-39-23'],0.0,66,['noisebursts'],band003,2,[2],2
460,[None],1,2016-08-21,950,['2016-08-21_10-42-46'],0.0,28,['noisebursts'],band003,2,[2],0
461,[None],2,2016-08-21,950,['2016-08-21_10-42-46'],0.0,270,['noisebursts'],band003,2,[2],1
462,[None],3,2016-08-21,950,['2016-08-21_10-42-46'],0.0,128,['noisebursts'],band003,2,[2],2
463,[None],1,2016-08-21,1000,['2016-08-21_10-48-41'],0.0,8,['noisebursts'],band003,2,[2],0
464,[None],2,2016-08-21,1000,['2016-08-21_10-48-41'],0.0,309,['noisebursts'],band003,2,[2],1
465,[None],3,2016-08-21,1000,['2016-08-21_10-48-41'],0.0,123,['noisebursts'],band003,2,[2],2
466,[None],4,2016-08-21,1000,['2016-08-21_10-48-41'],0.0,53,['noisebursts'],band003,2,[2],0
468,[None],2,2016-08-21,1080,['2016-08-21_10-55-55'],0.0,66,['noisebursts'],band003,2,[2],2
469,[None],3,2016-08-21,1080,['2016-08-21_10-55-55'],0.0,322,['noisebursts'],band003,2,[2],2
470,"[None, 'band003_am_tuning_curve_20160821a.h5', 'band003_am_tuning_curve_20160821b.h5', 'band003_bandwidth_am_20160821c.h5']",1,2016-08-21,1120,"['2016-08-21_11-01-56', '2016-08-21_11-03-51', '2016-08-21_11-14-28', '2016-08-21_11-21-02']",0.0,8,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2]",0
471,"[None, 'band003_am_tuning_curve_20160821a.h5', 'band003_am_tuning_curve_20160821b.h5', 'band003_bandwidth_am_20160821c.h5']",2,2016-08-21,1120,"['2016-08-21_11-01-56', '2016-08-21_11-03-51', '2016-08-21_11-14-28', '2016-08-21_11-21-02']",0.0,2023,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2]",0
472,"[None, 'band003_am_tuning_curve_20160821a.h5', 'band003_am_tuning_curve_20160821b.h5', 'band003_bandwidth_am_20160821c.h5']",3,2016-08-21,1120,"['2016-08-21_11-01-56', '2016-08-21_11-03-51', '2016-08-21_11-14-28', '2016-08-21_11-21-02']",0.0,205,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2]",0
473,"[None, 'band003_am_tuning_curve_20160821a.h5', 'band003_am_tuning_curve_20160821b.h5', 'band003_bandwidth_am_20160821c.h5']",4,2016-08-21,1120,"['2016-08-21_11-01-56', '2016-08-21_11-03-51', '2016-08-21_11-14-28', '2016-08-21_11-21-02']",0.0,1971,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2]",1
474,"[None, 'band003_am_tuning_curve_20160821a.h5', 'band003_am_tuning_curve_20160821b.h5', 'band003_bandwidth_am_20160821c.h5']",5,2016-08-21,1120,"['2016-08-21_11-01-56', '2016-08-21_11-03-51', '2016-08-21_11-14-28', '2016-08-21_11-21-02']",0.0,331,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,1,"[1, 2]",1
476,"[None, 'band003_am_tuning_curve_20160821a.h5', 'band003_am_tuning_curve_20160821b.h5', 'band003_bandwidth_am_20160821c.h5']",2,2016-08-21,1120,"['2016-08-21_11-01-56', '2016-08-21_11-03-51', '2016-08-21_11-14-28', '2016-08-21_11-21-02']",0.1269035533,789,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2]",2
477,"[None, 'band003_am_tuning_curve_20160821a.h5', 'band003_am_tuning_curve_20160821b.h5', 'band003_bandwidth_am_20160821c.h5']",3,2016-08-21,1120,"['2016-08-21_11-01-56', '2016-08-21_11-03-51', '2016-08-21_11-14-28', '2016-08-21_11-21-02']",0.0,857,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2]",2
478,"[None, 'band003_am_tuning_curve_20160821a.h5', 'band003_am_tuning_curve_20160821b.h5', 'band003_bandwidth_am_20160821c.h5']",4,2016-08-21,1120,"['2016-08-21_11-01-56', '2016-08-21_11-03-51', '2016-08-21_11-14-28', '2016-08-21_11-21-02']",0.0,1430,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band003,2,"[1, 2]",2
